,func_oldfunccode,func_newfunccode,func_newdoc,func_newJdoc,func_olddoc,func_oldJdoc,func_addlines,func_addcode,func_dellines,func_delcode,func_path,func_pathinproj,func_methodsig,doc_oldfunccode,doc_newfunccode,doc_newdoc,doc_newJdoc,doc_olddoc,doc_oldJdoc,doc_addlines,doc_addcode,doc_dellines,doc_delcode,doc_path,doc_pathinproj,doc_methodsig,id,flag,commit
46,f02ea7e285d73bb13fe02a4a05802b4710fa3d44/Codes_neg/Match_oldfunccode_f02ea7e285d73bb13fe02a4a05802b4710fa3d44_2.txt,f02ea7e285d73bb13fe02a4a05802b4710fa3d44/Codes_neg/Match_newfunccode_f02ea7e285d73bb13fe02a4a05802b4710fa3d44_2.txt,,f02ea7e285d73bb13fe02a4a05802b4710fa3d44/Codes_neg/Match_newfuncnewJdoc_f02ea7e285d73bb13fe02a4a05802b4710fa3d44_2.txt,,f02ea7e285d73bb13fe02a4a05802b4710fa3d44/Codes_neg/Match_oldfuncoldJdoc_f02ea7e285d73bb13fe02a4a05802b4710fa3d44_2.txt,"[54, 55]","['    return String.format(GRAPH_STRING_FORMAT, propertiesString, nodes(), edgeValueMap());\n', '  }\n']",[61],"['    return String.format(GRAPH_STRING_FORMAT, propertiesString, nodes(), edgeValues());\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/f02ea7e285d73bb13fe02a4a05802b4710fa3d44/AbstractValueGraph,guava/src/com/google/common/graph/AbstractValueGraph.java,public String toString(),f02ea7e285d73bb13fe02a4a05802b4710fa3d44/Codes_neg/Match_olddocfunccode_f02ea7e285d73bb13fe02a4a05802b4710fa3d44_2.txt,f02ea7e285d73bb13fe02a4a05802b4710fa3d44/Codes_neg/Match_newdocfunccode_f02ea7e285d73bb13fe02a4a05802b4710fa3d44_2.txt,,f02ea7e285d73bb13fe02a4a05802b4710fa3d44/Codes_neg/Match_newdocnewJdoc_f02ea7e285d73bb13fe02a4a05802b4710fa3d44_2.txt,,f02ea7e285d73bb13fe02a4a05802b4710fa3d44/Codes_neg/Match_olddocJdoc_f02ea7e285d73bb13fe02a4a05802b4710fa3d44_2.txt,[116],['   * @throws IllegalArgumentException if there is no edge connecting {@code nodeU} to {@code nodeV}.\n'],"[116, 117]","['    return String.format(GRAPH_STRING_FORMAT, propertiesString, nodes(), edgeValues());\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/f02ea7e285d73bb13fe02a4a05802b4710fa3d44/ValueGraph,guava/src/com/google/common/graph/ValueGraph.java," V edgeValue(Object nodeU, Object nodeV)",1,1,f02ea7e285d73bb13fe02a4a05802b4710fa3d44
47,e18fdecbefdd9304c51c0523651dd8668e120a89/Codes_neg/Match_oldfunccode_e18fdecbefdd9304c51c0523651dd8668e120a89_1.txt,e18fdecbefdd9304c51c0523651dd8668e120a89/Codes_neg/Match_newfunccode_e18fdecbefdd9304c51c0523651dd8668e120a89_1.txt," These tests could be collapsed into one big boolean expression, but
 they have been left as independent tests for clarity.

     * GWT claims to support java.lang.Character's char-classification methods,
     * but it actually only works for ASCII. So for now, assume any non-ASCII
     * characters are valid. The only place this seems to be documented is here:
     * http://osdir.com/ml/GoogleWebToolkitContributors/2010-03/msg00178.html
     *
     * <p>ASCII characters in the part are expected to be valid per RFC 1035,
     * with underscore also being allowed due to widespread practice.
     
 No initial dash or underscore. No final underscore.

     * Note that we allow (in contravention of a strict interpretation of the
     * relevant RFCs) domain parts other than the last may begin with a digit
     * (for example, ""3com.com""). It's important to disallow an initial digit in
     * the last part; it's the only thing that stops an IPv4 numeric address
     * like 127.0.0.1 from looking like a valid domain name.
     
",e18fdecbefdd9304c51c0523651dd8668e120a89/Codes_neg/Match_newfuncnewJdoc_e18fdecbefdd9304c51c0523651dd8668e120a89_1.txt," These tests could be collapsed into one big boolean expression, but
 they have been left as independent tests for clarity.

     * GWT claims to support java.lang.Character's char-classification methods,
     * but it actually only works for ASCII. So for now, assume any non-ASCII
     * characters are valid. The only place this seems to be documented is here:
     * http://osdir.com/ml/GoogleWebToolkitContributors/2010-03/msg00178.html
     *
     * <p>ASCII characters in the part are expected to be valid per RFC 1035,
     * with underscore also being allowed due to widespread practice.
     
 No initial or final dashes or underscores.

     * Note that we allow (in contravention of a strict interpretation of the
     * relevant RFCs) domain parts other than the last may begin with a digit
     * (for example, ""3com.com""). It's important to disallow an initial digit in
     * the last part; it's the only thing that stops an IPv4 numeric address
     * like 127.0.0.1 from looking like a valid domain name.
     
",e18fdecbefdd9304c51c0523651dd8668e120a89/Codes_neg/Match_oldfuncoldJdoc_e18fdecbefdd9304c51c0523651dd8668e120a89_1.txt,"[286, 287]","['    if (DASH_OR_UNDERSCORE_MATCHER.matches(part.charAt(0))\n', '        || UNDERSCORE_MATCHER.matches(part.charAt(part.length() - 1))) {\n']","[281, 282]","['    if (DASH_MATCHER.matches(part.charAt(0))\n', '        || DASH_MATCHER.matches(part.charAt(part.length() - 1))) {\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/e18fdecbefdd9304c51c0523651dd8668e120a89/InternetDomainName,guava/src/com/google/common/net/InternetDomainName.java,"private static boolean validatePart(String part, boolean isFinalPart)",e18fdecbefdd9304c51c0523651dd8668e120a89/Codes_neg/Match_olddocfunccode_e18fdecbefdd9304c51c0523651dd8668e120a89_1.txt,e18fdecbefdd9304c51c0523651dd8668e120a89/Codes_neg/Match_newdocfunccode_e18fdecbefdd9304c51c0523651dd8668e120a89_1.txt,,e18fdecbefdd9304c51c0523651dd8668e120a89/Codes_neg/Match_newdocnewJdoc_e18fdecbefdd9304c51c0523651dd8668e120a89_1.txt,,e18fdecbefdd9304c51c0523651dd8668e120a89/Codes_neg/Match_olddocJdoc_e18fdecbefdd9304c51c0523651dd8668e120a89_1.txt,"[202, 203, 204, 205]","[""   * <li>Underscores ('_') are permitted within parts (not the first or\n"", '   *     last character).\n', ""   * <li>Dashes ('-') are permitted as the last character of parts (in\n"", '   *     addition to being permitted within parts, per the standard).\n']",[202],"['    if (DASH_MATCHER.matches(part.charAt(0))\n', '        || DASH_MATCHER.matches(part.charAt(part.length() - 1))) {\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/e18fdecbefdd9304c51c0523651dd8668e120a89/InternetDomainName,guava/src/com/google/common/net/InternetDomainName.java,public static InternetDomainName from(String domain),1,1,e18fdecbefdd9304c51c0523651dd8668e120a89
48,,4c816891bd5b7eeb6c9787a73f5a0bc9aba8bfd7/Codes_neg/Match_newfunccode_4c816891bd5b7eeb6c9787a73f5a0bc9aba8bfd7_1.txt,,4c816891bd5b7eeb6c9787a73f5a0bc9aba8bfd7/Codes_neg/Match_newfuncnewJdoc_4c816891bd5b7eeb6c9787a73f5a0bc9aba8bfd7_1.txt,,,[74],"['  void addInEdge(E edge, N node, boolean isSelfLoop);\n']",[],[],/home/pritish/Documents/IP work/guv_ver/v21.0/4c816891bd5b7eeb6c9787a73f5a0bc9aba8bfd7/NodeConnections,guava/src/com/google/common/graph/NodeConnections.java," void addInEdge(E edge, N node, boolean isSelfLoop)",4c816891bd5b7eeb6c9787a73f5a0bc9aba8bfd7/Codes_neg/Match_olddocfunccode_4c816891bd5b7eeb6c9787a73f5a0bc9aba8bfd7_1.txt,4c816891bd5b7eeb6c9787a73f5a0bc9aba8bfd7/Codes_neg/Match_newdocfunccode_4c816891bd5b7eeb6c9787a73f5a0bc9aba8bfd7_1.txt,,4c816891bd5b7eeb6c9787a73f5a0bc9aba8bfd7/Codes_neg/Match_newdocnewJdoc_4c816891bd5b7eeb6c9787a73f5a0bc9aba8bfd7_1.txt,,4c816891bd5b7eeb6c9787a73f5a0bc9aba8bfd7/Codes_neg/Match_olddocJdoc_4c816891bd5b7eeb6c9787a73f5a0bc9aba8bfd7_1.txt,[66],['   * Remove {@code edge} from the set of outgoing edges. Returns the former successor node.\n'],"[64, 65]",[],/home/pritish/Documents/IP work/guv_ver/v21.0/4c816891bd5b7eeb6c9787a73f5a0bc9aba8bfd7/NodeConnections,guava/src/com/google/common/graph/NodeConnections.java, N removeOutEdge(Object edge),1,1,4c816891bd5b7eeb6c9787a73f5a0bc9aba8bfd7
49,4c816891bd5b7eeb6c9787a73f5a0bc9aba8bfd7/Codes_neg/Match_oldfunccode_4c816891bd5b7eeb6c9787a73f5a0bc9aba8bfd7_2.txt,,,,,4c816891bd5b7eeb6c9787a73f5a0bc9aba8bfd7/Codes_neg/Match_oldfuncoldJdoc_4c816891bd5b7eeb6c9787a73f5a0bc9aba8bfd7_2.txt,[],[],"[74, 75]","['  @CanIgnoreReturnValue\n', '  boolean addInEdge(E edge, N node, boolean isSelfLoop);\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/4c816891bd5b7eeb6c9787a73f5a0bc9aba8bfd7/NodeConnections,guava/src/com/google/common/graph/NodeConnections.java," boolean addInEdge(E edge, N node, boolean isSelfLoop)",4c816891bd5b7eeb6c9787a73f5a0bc9aba8bfd7/Codes_neg/Match_olddocfunccode_4c816891bd5b7eeb6c9787a73f5a0bc9aba8bfd7_2.txt,4c816891bd5b7eeb6c9787a73f5a0bc9aba8bfd7/Codes_neg/Match_newdocfunccode_4c816891bd5b7eeb6c9787a73f5a0bc9aba8bfd7_2.txt,,4c816891bd5b7eeb6c9787a73f5a0bc9aba8bfd7/Codes_neg/Match_newdocnewJdoc_4c816891bd5b7eeb6c9787a73f5a0bc9aba8bfd7_2.txt,,4c816891bd5b7eeb6c9787a73f5a0bc9aba8bfd7/Codes_neg/Match_olddocJdoc_4c816891bd5b7eeb6c9787a73f5a0bc9aba8bfd7_2.txt,[66],['   * Remove {@code edge} from the set of outgoing edges. Returns the former successor node.\n'],"[64, 65]","['  @CanIgnoreReturnValue\n', '  boolean addInEdge(E edge, N node, boolean isSelfLoop);\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/4c816891bd5b7eeb6c9787a73f5a0bc9aba8bfd7/NodeConnections,guava/src/com/google/common/graph/NodeConnections.java, N removeOutEdge(Object edge),1,1,4c816891bd5b7eeb6c9787a73f5a0bc9aba8bfd7
50,189aa74b143dab4c7d8d8568961d39abe01e9209/Codes_neg/Match_oldfunccode_189aa74b143dab4c7d8d8568961d39abe01e9209_1.txt,189aa74b143dab4c7d8d8568961d39abe01e9209/Codes_neg/Match_newfunccode_189aa74b143dab4c7d8d8568961d39abe01e9209_1.txt,,189aa74b143dab4c7d8d8568961d39abe01e9209/Codes_neg/Match_newfuncnewJdoc_189aa74b143dab4c7d8d8568961d39abe01e9209_1.txt,,189aa74b143dab4c7d8d8568961d39abe01e9209/Codes_neg/Match_oldfuncoldJdoc_189aa74b143dab4c7d8d8568961d39abe01e9209_1.txt,[130],['  @CanIgnoreReturnValue\n'],[],[],/home/pritish/Documents/IP work/guv_ver/v21.0/189aa74b143dab4c7d8d8568961d39abe01e9209/ByteStreams,guava/src/com/google/common/io/ByteStreams.java,"public static long copy(ReadableByteChannel from, WritableByteChannel to) throws IOException",189aa74b143dab4c7d8d8568961d39abe01e9209/Codes_neg/Match_olddocfunccode_189aa74b143dab4c7d8d8568961d39abe01e9209_1.txt,189aa74b143dab4c7d8d8568961d39abe01e9209/Codes_neg/Match_newdocfunccode_189aa74b143dab4c7d8d8568961d39abe01e9209_1.txt,,189aa74b143dab4c7d8d8568961d39abe01e9209/Codes_neg/Match_newdocnewJdoc_189aa74b143dab4c7d8d8568961d39abe01e9209_1.txt,,,[44],['  // use ByteStreams.skipFully or one of the read methods instead\n'],[],[],/home/pritish/Documents/IP work/guv_ver/v21.0/189aa74b143dab4c7d8d8568961d39abe01e9209/ByteArrayDataInput,guava/src/com/google/common/io/ByteArrayDataInput.java, int skipBytes(int n),1,1,189aa74b143dab4c7d8d8568961d39abe01e9209
51,189aa74b143dab4c7d8d8568961d39abe01e9209/Codes_neg/Match_oldfunccode_189aa74b143dab4c7d8d8568961d39abe01e9209_2.txt,189aa74b143dab4c7d8d8568961d39abe01e9209/Codes_neg/Match_newfunccode_189aa74b143dab4c7d8d8568961d39abe01e9209_2.txt,,189aa74b143dab4c7d8d8568961d39abe01e9209/Codes_neg/Match_newfuncnewJdoc_189aa74b143dab4c7d8d8568961d39abe01e9209_2.txt,,189aa74b143dab4c7d8d8568961d39abe01e9209/Codes_neg/Match_oldfuncoldJdoc_189aa74b143dab4c7d8d8568961d39abe01e9209_2.txt,[],[],[148],['  @CheckReturnValue\n'],/home/pritish/Documents/IP work/guv_ver/v21.0/189aa74b143dab4c7d8d8568961d39abe01e9209/BaseEncoding,guava/src/com/google/common/io/BaseEncoding.java,public String encode(byte[] bytes),189aa74b143dab4c7d8d8568961d39abe01e9209/Codes_neg/Match_olddocfunccode_189aa74b143dab4c7d8d8568961d39abe01e9209_2.txt,189aa74b143dab4c7d8d8568961d39abe01e9209/Codes_neg/Match_newdocfunccode_189aa74b143dab4c7d8d8568961d39abe01e9209_2.txt,,189aa74b143dab4c7d8d8568961d39abe01e9209/Codes_neg/Match_newdocnewJdoc_189aa74b143dab4c7d8d8568961d39abe01e9209_2.txt,,,[44],['  // use ByteStreams.skipFully or one of the read methods instead\n'],[],['  @CheckReturnValue\n'],/home/pritish/Documents/IP work/guv_ver/v21.0/189aa74b143dab4c7d8d8568961d39abe01e9209/ByteArrayDataInput,guava/src/com/google/common/io/ByteArrayDataInput.java, int skipBytes(int n),1,1,189aa74b143dab4c7d8d8568961d39abe01e9209
52,,8ed53a463b12256d3e798f84657d00cbbbf73bce/Codes_neg/Match_newfunccode_8ed53a463b12256d3e798f84657d00cbbbf73bce_1.txt,,8ed53a463b12256d3e798f84657d00cbbbf73bce/Codes_neg/Match_newfuncnewJdoc_8ed53a463b12256d3e798f84657d00cbbbf73bce_1.txt,,,"[55, 56]","['  @Override\n', '  Set<N> incidentNodes(Object edge);\n']",[],[],/home/pritish/Documents/IP work/guv_ver/v21.0/8ed53a463b12256d3e798f84657d00cbbbf73bce/DirectedGraph,guava/src/com/google/common/graph/DirectedGraph.java, Set<N> incidentNodes(Object edge),8ed53a463b12256d3e798f84657d00cbbbf73bce/Codes_neg/Match_olddocfunccode_8ed53a463b12256d3e798f84657d00cbbbf73bce_1.txt,8ed53a463b12256d3e798f84657d00cbbbf73bce/Codes_neg/Match_newdocfunccode_8ed53a463b12256d3e798f84657d00cbbbf73bce_1.txt,,8ed53a463b12256d3e798f84657d00cbbbf73bce/Codes_neg/Match_newdocnewJdoc_8ed53a463b12256d3e798f84657d00cbbbf73bce_1.txt,,8ed53a463b12256d3e798f84657d00cbbbf73bce/Codes_neg/Match_olddocJdoc_8ed53a463b12256d3e798f84657d00cbbbf73bce_1.txt,[],[],"[256, 257, 258, 259]",[],/home/pritish/Documents/IP work/guv_ver/v21.0/8ed53a463b12256d3e798f84657d00cbbbf73bce/Graph,guava/src/com/google/common/graph/Graph.java," Set<E> edgesConnecting(Object node1, Object node2)",1,1,8ed53a463b12256d3e798f84657d00cbbbf73bce
53,,8ed53a463b12256d3e798f84657d00cbbbf73bce/Codes_neg/Match_newfunccode_8ed53a463b12256d3e798f84657d00cbbbf73bce_2.txt,,8ed53a463b12256d3e798f84657d00cbbbf73bce/Codes_neg/Match_newfuncnewJdoc_8ed53a463b12256d3e798f84657d00cbbbf73bce_2.txt,,,"[65, 66]","['  @Override\n', '  Set<E> edgesConnecting(Object source, Object target);\n']",[],[],/home/pritish/Documents/IP work/guv_ver/v21.0/8ed53a463b12256d3e798f84657d00cbbbf73bce/DirectedGraph,guava/src/com/google/common/graph/DirectedGraph.java," Set<E> edgesConnecting(Object source, Object target)",8ed53a463b12256d3e798f84657d00cbbbf73bce/Codes_neg/Match_olddocfunccode_8ed53a463b12256d3e798f84657d00cbbbf73bce_2.txt,8ed53a463b12256d3e798f84657d00cbbbf73bce/Codes_neg/Match_newdocfunccode_8ed53a463b12256d3e798f84657d00cbbbf73bce_2.txt,,8ed53a463b12256d3e798f84657d00cbbbf73bce/Codes_neg/Match_newdocnewJdoc_8ed53a463b12256d3e798f84657d00cbbbf73bce_2.txt,,8ed53a463b12256d3e798f84657d00cbbbf73bce/Codes_neg/Match_olddocJdoc_8ed53a463b12256d3e798f84657d00cbbbf73bce_2.txt,[],[],"[256, 257, 258, 259]",[],/home/pritish/Documents/IP work/guv_ver/v21.0/8ed53a463b12256d3e798f84657d00cbbbf73bce/Graph,guava/src/com/google/common/graph/Graph.java," Set<E> edgesConnecting(Object node1, Object node2)",1,1,8ed53a463b12256d3e798f84657d00cbbbf73bce
54,,62ab4d2820243c1fac6c232a1cf7b7dc455ca107/Codes_neg/Match_newfunccode_62ab4d2820243c1fac6c232a1cf7b7dc455ca107_1.txt,,,,,[163],['  abstract boolean isDirected();\n'],[],[],/home/pritish/Documents/IP work/guv_ver/v21.0/62ab4d2820243c1fac6c232a1cf7b7dc455ca107/Endpoints,guava/src/com/google/common/graph/Endpoints.java, abstract boolean isDirected(),62ab4d2820243c1fac6c232a1cf7b7dc455ca107/Codes_neg/Match_olddocfunccode_62ab4d2820243c1fac6c232a1cf7b7dc455ca107_1.txt,62ab4d2820243c1fac6c232a1cf7b7dc455ca107/Codes_neg/Match_newdocfunccode_62ab4d2820243c1fac6c232a1cf7b7dc455ca107_1.txt,,62ab4d2820243c1fac6c232a1cf7b7dc455ca107/Codes_neg/Match_newdocnewJdoc_62ab4d2820243c1fac6c232a1cf7b7dc455ca107_1.txt,,,"[176, 177, 178, 174, 175]","['  /**\n', '   * The hashcode of the {@link Endpoints} of a directed edge is equal to\n', '   * {@code Objects.hashCode(source(), target())}. The hashcode of the {@link Endpoints}\n', '   * of an undirected edge is equal to {@code nodeA().hashCode() ^ nodeB().hashCode()}.\n', '   */\n']",[],[],/home/pritish/Documents/IP work/guv_ver/v21.0/62ab4d2820243c1fac6c232a1cf7b7dc455ca107/Endpoints,guava/src/com/google/common/graph/Endpoints.java,public abstract int hashCode(),1,1,62ab4d2820243c1fac6c232a1cf7b7dc455ca107
55,62ab4d2820243c1fac6c232a1cf7b7dc455ca107/Codes_neg/Match_oldfunccode_62ab4d2820243c1fac6c232a1cf7b7dc455ca107_2.txt,62ab4d2820243c1fac6c232a1cf7b7dc455ca107/Codes_neg/Match_newfunccode_62ab4d2820243c1fac6c232a1cf7b7dc455ca107_2.txt," Equivalent to the following simple implementation:
 boolean condition1 = nodeA().equals(other.nodeA()) && nodeB().equals(other.nodeB());
 boolean condition2 = nodeA().equals(other.nodeB()) && nodeB().equals(other.nodeA());
 return condition1 || condition2;
 check condition1
 Here's the tricky bit. We don't have to explicitly check for condition2 in this case.
 Why? The second half of condition2 requires that nodeB equals other.nodeA.
 We already know that nodeA equals other.nodeA. Combined with the earlier statement,
 and the transitive property of equality, this implies that nodeA equals nodeB.
 If nodeA equals nodeB, condition1 == condition2, so checking condition1 is sufficient.
 check condition2
",,,,"[210, 211, 212, 213, 261, 214, 262, 215, 263, 264, 265, 266]","['      if (!(obj instanceof Endpoints)) {\n', '        return false;\n', '      }\n', '\n', '      Endpoints<?> other = (Endpoints<?>) obj;\n', '      if (isDirected() != other.isDirected()) {\n', '      if (!(obj instanceof Endpoints)) {\n', '        return false;\n', '      }\n', '\n', '      Endpoints<?> other = (Endpoints<?>) obj;\n', '      if (isDirected() != other.isDirected()) {\n']","[242, 246, 199, 203]","['      if (!(obj instanceof Directed)) {\n', '      Directed<?> other = (Directed<?>) obj;\n', '      if (!(obj instanceof Undirected)) {\n', '      Undirected<?> other = (Undirected<?>) obj;\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/62ab4d2820243c1fac6c232a1cf7b7dc455ca107/Endpoints,guava/src/com/google/common/graph/Endpoints.java,public boolean equals(Object obj),62ab4d2820243c1fac6c232a1cf7b7dc455ca107/Codes_neg/Match_olddocfunccode_62ab4d2820243c1fac6c232a1cf7b7dc455ca107_2.txt,62ab4d2820243c1fac6c232a1cf7b7dc455ca107/Codes_neg/Match_newdocfunccode_62ab4d2820243c1fac6c232a1cf7b7dc455ca107_2.txt,,62ab4d2820243c1fac6c232a1cf7b7dc455ca107/Codes_neg/Match_newdocnewJdoc_62ab4d2820243c1fac6c232a1cf7b7dc455ca107_2.txt,,62ab4d2820243c1fac6c232a1cf7b7dc455ca107/Codes_neg/Match_olddocJdoc_62ab4d2820243c1fac6c232a1cf7b7dc455ca107_2.txt,"[104, 105]","['   * Returns the node {@link #adjacentNode(Object) adjacent} to {@link #nodeA()} along the origin\n', '   * edge. If these are the {@link Endpoints} of a directed edge, it is equal to {@link #target()}.\n']","[104, 105]","['      if (!(obj instanceof Directed)) {\n', '      Directed<?> other = (Directed<?>) obj;\n', '      if (!(obj instanceof Undirected)) {\n', '      Undirected<?> other = (Undirected<?>) obj;\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/62ab4d2820243c1fac6c232a1cf7b7dc455ca107/Endpoints,guava/src/com/google/common/graph/Endpoints.java, final N nodeB(),1,1,62ab4d2820243c1fac6c232a1cf7b7dc455ca107
56,e16c9e16b2e645d884944b721522aeb85e4c8bbf/Codes_neg/Match_oldfunccode_e16c9e16b2e645d884944b721522aeb85e4c8bbf_1.txt,e16c9e16b2e645d884944b721522aeb85e4c8bbf/Codes_neg/Match_newfunccode_e16c9e16b2e645d884944b721522aeb85e4c8bbf_1.txt,,e16c9e16b2e645d884944b721522aeb85e4c8bbf/Codes_neg/Match_newfuncnewJdoc_e16c9e16b2e645d884944b721522aeb85e4c8bbf_1.txt,,e16c9e16b2e645d884944b721522aeb85e4c8bbf/Codes_neg/Match_oldfuncoldJdoc_e16c9e16b2e645d884944b721522aeb85e4c8bbf_1.txt,"[113, 114, 115]","['    checkArgument(\n', '        expectedNodeCount >= 0,\n', '        ""The expected number of nodes can\'t be negative: %s"",\n']",[110],"['    checkArgument(expectedNodeCount >= 0, ""The expected number of nodes can\'t be negative: %s"",\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/e16c9e16b2e645d884944b721522aeb85e4c8bbf/NetworkBuilder,guava/src/com/google/common/graph/NetworkBuilder.java,"public NetworkBuilder<N, E> expectedNodeCount(int expectedNodeCount)",e16c9e16b2e645d884944b721522aeb85e4c8bbf/Codes_neg/Match_olddocfunccode_e16c9e16b2e645d884944b721522aeb85e4c8bbf_1.txt,e16c9e16b2e645d884944b721522aeb85e4c8bbf/Codes_neg/Match_newdocfunccode_e16c9e16b2e645d884944b721522aeb85e4c8bbf_1.txt,,e16c9e16b2e645d884944b721522aeb85e4c8bbf/Codes_neg/Match_newdocnewJdoc_e16c9e16b2e645d884944b721522aeb85e4c8bbf_1.txt,,e16c9e16b2e645d884944b721522aeb85e4c8bbf/Codes_neg/Match_olddocJdoc_e16c9e16b2e645d884944b721522aeb85e4c8bbf_1.txt,[102],['  /** Specifies the order of iteration for the elements of {@link Graph#nodes()}. */\n'],"[102, 103, 104]","['    checkArgument(expectedNodeCount >= 0, ""The expected number of nodes can\'t be negative: %s"",\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/e16c9e16b2e645d884944b721522aeb85e4c8bbf/GraphBuilder,guava/src/com/google/common/graph/GraphBuilder.java,"public GraphBuilder<N1, V> nodeOrder(ElementOrder<N1> nodeOrder)",1,1,e16c9e16b2e645d884944b721522aeb85e4c8bbf
57,59bb189b0b06ddaf28c4df833879a645746ca210/Codes_neg/Match_oldfunccode_59bb189b0b06ddaf28c4df833879a645746ca210_1.txt,59bb189b0b06ddaf28c4df833879a645746ca210/Codes_neg/Match_newfunccode_59bb189b0b06ddaf28c4df833879a645746ca210_1.txt,,59bb189b0b06ddaf28c4df833879a645746ca210/Codes_neg/Match_newfuncnewJdoc_59bb189b0b06ddaf28c4df833879a645746ca210_1.txt,,59bb189b0b06ddaf28c4df833879a645746ca210/Codes_neg/Match_oldfuncoldJdoc_59bb189b0b06ddaf28c4df833879a645746ca210_1.txt,"[130, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144]","['      Collections.sort(entries, Range.RANGE_LEX_ORDERING.onKeys());\n', '          new ImmutableList.Builder<Range<K>>(entries.size());\n', '      ImmutableList.Builder<V> valuesBuilder = new ImmutableList.Builder<V>(entries.size());\n', '      for (int i = 0; i < entries.size(); i++) {\n', '        Range<K> range = entries.get(i).getKey();\n', '        if (i > 0) {\n', '          Range<K> prevRange = entries.get(i - 1).getKey();\n', '          if (range.isConnected(prevRange) && !range.intersection(prevRange).isEmpty()) {\n', '            throw new IllegalArgumentException(\n', '                ""Overlapping ranges: range "" + prevRange + "" overlaps with entry "" + range);\n', '          }\n', '        }\n', '        rangesBuilder.add(range);\n', '        valuesBuilder.add(entries.get(i).getValue());\n']","[144, 145, 146, 147, 148, 142]","['      Map<Range<K>, V> map = rangeMap.asMapOfRanges();\n', '          new ImmutableList.Builder<Range<K>>(map.size());\n', '      ImmutableList.Builder<V> valuesBuilder = new ImmutableList.Builder<V>(map.size());\n', '      for (Entry<Range<K>, V> entry : map.entrySet()) {\n', '        rangesBuilder.add(entry.getKey());\n', '        valuesBuilder.add(entry.getValue());\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/59bb189b0b06ddaf28c4df833879a645746ca210/ImmutableRangeMap,guava/src/com/google/common/collect/ImmutableRangeMap.java,"public ImmutableRangeMap<K, V> build()",59bb189b0b06ddaf28c4df833879a645746ca210/Codes_neg/Match_olddocfunccode_59bb189b0b06ddaf28c4df833879a645746ca210_1.txt,59bb189b0b06ddaf28c4df833879a645746ca210/Codes_neg/Match_newdocfunccode_59bb189b0b06ddaf28c4df833879a645746ca210_1.txt,,59bb189b0b06ddaf28c4df833879a645746ca210/Codes_neg/Match_newdocnewJdoc_59bb189b0b06ddaf28c4df833879a645746ca210_1.txt,,59bb189b0b06ddaf28c4df833879a645746ca210/Codes_neg/Match_olddocJdoc_59bb189b0b06ddaf28c4df833879a645746ca210_1.txt,[],[],"[125, 126, 127]","['      Map<Range<K>, V> map = rangeMap.asMapOfRanges();\n', '          new ImmutableList.Builder<Range<K>>(map.size());\n', '      ImmutableList.Builder<V> valuesBuilder = new ImmutableList.Builder<V>(map.size());\n', '      for (Entry<Range<K>, V> entry : map.entrySet()) {\n', '        rangesBuilder.add(entry.getKey());\n', '        valuesBuilder.add(entry.getValue());\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/59bb189b0b06ddaf28c4df833879a645746ca210/ImmutableRangeMap,guava/src/com/google/common/collect/ImmutableRangeMap.java,"public Builder<K, V> putAll(RangeMap<K, ? extends V> rangeMap)",1,1,59bb189b0b06ddaf28c4df833879a645746ca210
